reaction,gene,name,our_name,GLC_BATCH_mu=0.6_H,kcat_vivo,kcat_vitro,kcat_vitro_log10,kcat_vivo_log10,kcat_Density,absolute_error,square_error,error
5DOAN,b0159,mtn,ECDH1ME8569_0153,4.935111524898892e-06,1.0124424548679036,10.380574729931887,1.0162213992858642,0.005370348189372941,0.15212406763020533,1.0108510510964912,1.021819847502881,1.0108510510964912
A5PISO_num1,b3197,kdsD,ECDH1ME8569_3086,1.1636454974256668e-06,10.126061418845701,86.38698576416033,1.9364483207598089,1.0054405572385448,0.05298804989235061,0.9310077635212641,0.8667754557368661,0.9310077635212641
ACACT2r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,453.6593527588871,5.794060248169365,0.762983006799994,2.65672986883328,0.06249346094463363,1.8937468620332858,3.5862771774609166,-1.8937468620332858
ACACT3r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,453.6593527588871,18.304475139304273,1.2625572804793956,2.65672986883328,0.059992457150161854,1.3941725883538842,1.943717206117369,-1.3941725883538842
ACACT4r_num2,b3845,fadA,ECDH1ME8569_3722,6.849622687291783e-07,142.79387144328044,14.701554976756332,1.1673632723066438,2.1547095683961714,0.14568990342035423,0.9873462960895276,0.9748527084017091,-0.9873462960895276
ACACT5r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,453.6593527588871,20.67996470017435,1.3155497931002136,2.65672986883328,0.05971488040642676,1.3411800757330663,1.7987639955433534,-1.3411800757330663
ACACT6r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,354.6715999514586,6.569373741218077,0.8175239702147594,2.5498264140761964,0.07471514706067908,1.732302443861437,3.0008717570083068,-1.732302443861437
ACACT7r_num1,b2342,fadI,ECDH1ME8569_2280,2.1456190241896195e-07,354.6715999514586,4.865573718600483,0.6871340569644738,2.5498264140761964,0.06235676255280404,1.8626923571117224,3.4696228172424246,-1.8626923571117224
ACGK,b3959,argB,ECDH1ME8569_3827,5.571251626104815e-06,15.489525964577,17.35533230795159,1.2394329336587124,1.1900381269833118,0.2908267806019769,0.04939480667540064,0.0024398469265002032,0.04939480667540064
ACGS,b2818,argA,ECDH1ME8569_2725,1.1443580394640656e-06,71.54155457276569,42.135070067315795,1.6246437204555104,1.854558372981507,0.17209308261031034,0.22991465252599652,0.05286074744614972,-0.22991465252599652
ACKr_num3,b1849,purT,ECDH1ME8569_1795,2.7978462795299677e-06,57.82628526249895,81.9774809889807,1.913694569147676,1.7621252942953658,0.15125036099396483,0.1515692748523103,0.022973245079255186,0.1515692748523103
ACOAD1f_reverse,b0221,fadE,ECDH1ME8569_0209,6.338197718011059e-07,154.23512486789443,22.849837608758044,1.358883117934495,2.1881832894034585,0.1528667884771833,0.8293001714689636,0.6877387743984524,-0.8293001714689636
ACOAD3f_reverse,b0221,fadE,ECDH1ME8569_0209,6.338197718011059e-07,154.23512486789446,16.184701518699338,1.2091046944721637,2.1881832894034585,0.1429990769335912,0.9790785949312948,0.9585948950526384,-0.9790785949312948
ACOAD5f_reverse,b0221,fadE,ECDH1ME8569_0209,6.338197718011059e-07,154.23512486789443,9.736791601512374,0.9884158748145843,2.1881832894034585,0.11046278375668041,1.1997674145888744,1.439441849109272,-1.1997674145888744
ACOAD6f_reverse,b0221,fadE,ECDH1ME8569_0209,6.338197718011059e-07,120.72559817991245,24.30831053829697,1.3857547758161106,2.0817993659513783,0.17118128252517625,0.6960445901352676,0.48447807145657273,-0.6960445901352676
